交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),新竹縣湖口鄉德和路76巷1~30號,1081121,土地1建物1車位0,六層,八層,套房(1房1廳1衛),15,30.32,1,1,1,有,有,700000,23087,0,077
房地(土地+建物),新竹縣湖口鄉德和路76巷1~30號,1090621,土地1建物1車位0,六層,八層,套房(1房1廳1衛),16,30.32,1,1,1,有,有,900000,29683,0,077
房地(土地+建物),德和路76巷1~30號,1100321,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),17,30.32,1,0,1,有,有,1000000,32982,0,077
房地(土地+建物),新竹縣芎林鄉綠獅三街1~30號,1060922,土地1建物1車位0,全,四層,透天厝,1,184.4,4,2,4,有,無,11000000,59653,0,078
房地(土地+建物),綠獅三街1~30號,1100222,土地1建物1車位0,全,四層,透天厝,4,184.4,4,2,4,有,無,13600000,73753,0,078
房地(土地+建物),新竹縣竹北市縣政五街32巷1~30號,1030826,土地1建物1車位0,一層,八層,華廈(10層含以下有電梯),20,108.12,3,2,2,有,有,5000000,46245,0,079
房地(土地+建物),縣政五街32巷1~30號,1100226,土地1建物1車位0,一層,八層,華廈(10層含以下有電梯),27,108.12,3,2,1,有,無,6200000,57344,0,079
房地(土地+建物)+車位,新竹縣竹北市文山街1~30號,1071007,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),22,114.94,3,2,2,有,有,5000000,43501,0,080
房地(土地+建物)+車位,文山街1~30號,1100307,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),25,114.94,3,2,2,有,有,5800000,50461,0,080
土地,東興段181~210地號,1091123,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,8600000,12978,0,081
