鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
頭份巿,房地(土地+建物)+車位,民權里4鄰銀河路241~270號,20.23,都市：其他:住宅區,,,1100206,土地1建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),店舖、集合住宅,鋼筋混凝土造,1070809,115.56,0,0,0,無,有,7750000,67065,坡道平面,26.23,0,,RPPNMLKLKHGGFFK87DA,59.62,0.0,0.0,有,060
頭份巿,房地(土地+建物),後庄里8鄰信義路751~780號,176.55,都市：其他:住宅區,,,1100117,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0700824,182.3,4,3,2,有,無,10500000,57597,,0.0,0,,RPQNMLQJKHGGFFK38DA,182.3,0.0,0.0,無,
頭份巿,房地(土地+建物),文化里10鄰文化街32巷181~210號,11.75,都市：其他:道路用地,,,1100209,土地2建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1021211,98.88,2,1,1,有,無,4000000,40453,,0.0,0,,RPTNMLPJLHGGFFK68DA,59.09,2.62,6.61,無,
頭份巿,房地(土地+建物)+車位,後庄里7鄰中央路751~780號,15.33,都市：其他:商業區,,,1100221,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070606,181.44,3,2,2,有,有,8680000,54418,坡道平面,40.31,1000000,,RPRNMLQLKHGGFFK68DA,97.29,0.0,7.11,有,
頭份巿,房地(土地+建物)+車位,後庄里21鄰公北二路91~120號,20.13,都市：其他:商業區,,,1100120,土地1建物1車位1,一層，見其他登記事項,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1050613,176.24,0,0,2,有,有,18500000,110497,坡道機械,13.34,500000,店鋪,RPUNMLNLLHGGFFK78DA,124.29,0.0,0.0,有,
頭份巿,房地(土地+建物)+車位,後庄里3鄰文林路36巷52弄1~30號,29.07,都市：其他:住宅區,,,1100226,土地2建物1車位2,七層,九層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1080201,147.07,3,2,2,有,有,7280000,48562,坡道機械,19.82,1100000,,RPTNMLOKLHGGFFK68DA,85.97,0.0,6.16,有,
頭份巿,土地,蟠桃段忠孝小段601~630地號,116.0,都市：其他:住宅區,,,1100220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6600000,56897,,0.0,0,,RPQOMLRKLHGGFFK78DA,0.0,0.0,0.0,無,061
頭份巿,房地(土地+建物)+車位,後庄里7鄰公園三街121~150號,14.07,都市：其他:商業區,,,1100306,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070606,143.36,3,2,2,有,有,6960000,52606,坡道機械,17.71,350000,,RPOOMLMKLHGGFFK08DA,90.49,0.0,5.74,有,
頭份巿,房地(土地+建物)+車位,民權里8鄰東興路211~240號,42.48,都市：其他:住宅區,,,1100224,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1030312,154.85,0,0,1,有,有,9500000,61350,坡道平面,0.0,0,預售屋、或土地及建物分次登記案件；,RPQNMLQJMHGGFFK58DA,104.24,0.0,0.0,有,
竹南鎮,土地,大同段781~810地號,487.15,都市：其他:第一種住宅區,,,1100317,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21518000,44171,,0.0,0,政府機關標讓售；,RPPNMLRJMHGGFDK48EA,0.0,0.0,0.0,無,
竹南鎮,土地,大同段811~840地號,336.52,都市：其他:第一種住宅區,,,1100317,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13236000,39332,,0.0,0,政府機關標讓售；,RPQNMLRJMHGGFDK58EA,0.0,0.0,0.0,無,
頭份巿,土地,興埔段1~30地號,532.59,,山坡地保育區,農牧用地,1070508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1280000,2403,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRJMHGGFFK68DA,0.0,0.0,0.0,無,
三灣鄉,土地,大河底段211~240地號,2661.0,,山坡地保育區,農牧用地,1100316,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7280000,2736,,0.0,0,未登記建物；,RPSNMLRJMHGGFFK88DA,0.0,0.0,0.0,無,062
